Incident Year,Incident Month,Region,FAA Region,Operator,Flight Phase,Aircraft Damage
2000,10,SOUTHEAST,AEA,BUSINESS,LANDING ROLL,1
2000,10,WEST,ANM,COMMERCIAL,APPROACH,1
2000,10,SOUTHWEST,ASW,COMMERCIAL,CLIMB,1
2000,10,SOUTHEAST,ASO,COMMERCIAL,CLIMB,1
2000,10,MIDWEST,AGL,BUSINESS,TAKEOFF RUN,1
2000,10,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,1
2000,10,WEST,AWP,GOVERNMENT,APPROACH,1
2000,10,SOUTHEAST,AEA,COMMERCIAL,APPROACH,1
2000,10,MIDWEST,AGL,BUSINESS,DESCENT,1
2000,10,WEST,ANM,COMMERCIAL,CLIMB,1
2000,10,MIDWEST,ACE,COMMERCIAL,DESCENT,1
2000,10,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
2000,10,MIDWEST,AGL,PRIVATE,TAKEOFF RUN,1
2000,10,NORTHEAST,ANE,COMMERCIAL,CLIMB,1
2000,10,SOUTHEAST,ASO,BUSINESS,APPROACH,1
2000,10,SOUTHEAST,AEA,COMMERCIAL,APPROACH,1
2000,10,SOUTHEAST,ASO,COMMERCIAL,APPROACH,1
2000,10,SOUTHWEST,ASW,GOVERNMENT,APPROACH,1
2000,10,MIDWEST,AGL,BUSINESS,CLIMB,1
2000,10,WEST,AWP,COMMERCIAL,APPROACH,1
2000,10,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,1
2000,10,MIDWEST,AGL,BUSINESS,APPROACH,1
2000,10,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
2000,10,SOUTHWEST,ASW,COMMERCIAL,TAKEOFF RUN,1
2000,10,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
2000,10,MIDWEST,AGL,COMMERCIAL,APPROACH,1
2000,10,MIDWEST,AGL,BUSINESS,TAKEOFF RUN,1
2000,10,SOUTHEAST,ASO,COMMERCIAL,APPROACH,1
2000,10,NORTHEAST,AEA,COMMERCIAL,CLIMB,1
2000,11,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,1
2000,11,MIDWEST,AGL,BUSINESS,APPROACH,1
2000,11,WEST,ANM,COMMERCIAL,CLIMB,1
2000,11,MIDWEST,AGL,BUSINESS,DESCENT,1
2000,11,MIDWEST,AGL,GOVERNMENT,APPROACH,1
2000,11,SOUTHWEST,ASW,COMMERCIAL,APPROACH,1
2000,11,MIDWEST,ACE,SHIPPING,APPROACH,1
2000,11,MIDWEST,AGL,PRIVATE,CLIMB,1
2000,11,SOUTHEAST,ASO,COMMERCIAL,APPROACH,1
2000,11,MIDWEST,AGL,BUSINESS,DESCENT,1
2000,11,NORTHEAST,AEA,COMMERCIAL,CLIMB,1
2000,11,MIDWEST,ACE,PRIVATE,LANDING ROLL,1
2000,11,MIDWEST,AGL,COMMERCIAL,DESCENT,1
2000,11,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
2000,11,SOUTHEAST,ASO,BUSINESS,APPROACH,1
2000,11,WEST,AWP,COMMERCIAL,APPROACH,1
2000,11,SOUTHEAST,ASO,BUSINESS,DESCENT,1
2000,11,WEST,AWP,COMMERCIAL,DESCENT,1
2000,11,MIDWEST,AGL,BUSINESS,LANDING ROLL,1
2000,11,NORTHEAST,AEA,BUSINESS,TAKEOFF RUN,1
2000,11,SOUTHWEST,ASW,GOVERNMENT,APPROACH,1
2000,11,SOUTHWEST,ASW,GOVERNMENT,APPROACH,1
2000,11,SOUTHWEST,ASW,GOVERNMENT,APPROACH,1
2000,11,NORTHEAST,AEA,BUSINESS,APPROACH,1
2000,11,MIDWEST,ACE,COMMERCIAL,CLIMB,1
2000,11,SOUTHEAST,ASW,GOVERNMENT,CLIMB,1
2000,11,NORTHEAST,AEA,BUSINESS,APPROACH,1
2000,11,NORTHEAST,AEA,BUSINESS,CLIMB,1
2000,11,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
2000,11,MIDWEST,AGL,BUSINESS,LANDING ROLL,1
2000,11,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,1
2000,11,NORTHEAST,AEA,BUSINESS,APPROACH,1
2000,11,MIDWEST,AGL,GOVERNMENT,APPROACH,1
2000,11,SOUTHEAST,ASO,BUSINESS,APPROACH,1
2000,11,MIDWEST,ACE,COMMERCIAL,CLIMB,1
2000,11,SOUTHEAST,ASO,BUSINESS,APPROACH,1
2000,11,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,1
2000,11,MIDWEST,AGL,COMMERCIAL,APPROACH,1
2000,11,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,1
2000,11,MIDWEST,ACE,GOVERNMENT,DESCENT,1
2000,11,SOUTHEAST,ASO,COMMERCIAL,CLIMB,1
2000,11,WEST,ANM,COMMERCIAL,APPROACH,1
2000,11,SOUTHEAST,ASO,BUSINESS,CLIMB,1
2000,11,SOUTHEAST,ASO,SHIPPING,APPROACH,1
2000,11,MIDWEST,ACE,COMMERCIAL,DESCENT,1
2000,11,MIDWEST,AGL,COMMERCIAL,APPROACH,1
2000,11,WEST,ANM,COMMERCIAL,APPROACH,1
2000,11,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
2000,11,MIDWEST,ACE,COMMERCIAL,APPROACH,1
2000,11,WEST,AWP,PRIVATE,CLIMB,1
2000,11,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,1
2000,11,MIDWEST,AGL,COMMERCIAL,APPROACH,1
2000,11,MIDWEST,AGL,BUSINESS,APPROACH,1
2000,11,MIDWEST,AGL,COMMERCIAL,CLIMB,1
2000,11,MIDWEST,AGL,BUSINESS,APPROACH,1
2000,11,WEST,AWP,PRIVATE,APPROACH,1
2000,11,NORTHEAST,ANE,BUSINESS,APPROACH,1
2000,11,SOUTHEAST,ASO,COMMERCIAL,APPROACH,1
2000,11,SOUTHEAST,ASO,COMMERCIAL,CLIMB,1
2000,11,WEST,AWP,COMMERCIAL,LANDING ROLL,1
2000,11,MIDWEST,AGL,BUSINESS,APPROACH,1
2000,11,SOUTHEAST,AEA,COMMERCIAL,LANDING ROLL,1
2000,11,MIDWEST,AGL,PRIVATE,LANDING ROLL,1
2000,11,SOUTHWEST,ASW,GOVERNMENT,APPROACH,1
2000,11,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,1
2000,11,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
2000,11,SOUTHEAST,ASO,SHIPPING,APPROACH,1
2000,11,SOUTHEAST,AEA,COMMERCIAL,CLIMB,1
2000,11,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,1
2000,11,WEST,AWP,BUSINESS,TAKEOFF RUN,1
2000,11,SOUTHWEST,ASW,COMMERCIAL,APPROACH,1
2000,11,SOUTHEAST,ASO,COMMERCIAL,APPROACH,1
2000,11,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
2000,11,WEST,ANM,COMMERCIAL,CLIMB,1
2000,11,SOUTHWEST,ASW,COMMERCIAL,CLIMB,1
2000,11,NORTHEAST,AEA,COMMERCIAL,CLIMB,1
2000,11,SOUTHEAST,ASO,BUSINESS,LANDING ROLL,1
2000,11,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,1
2000,11,SOUTHWEST,ASW,COMMERCIAL,DESCENT,1
2000,11,WEST,AWP,COMMERCIAL,APPROACH,1
2000,11,WEST,AWP,COMMERCIAL,CLIMB,1
2000,11,SOUTHWEST,ASW,GOVERNMENT,APPROACH,1
2000,11,WEST,AWP,PRIVATE,APPROACH,1
2000,11,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
2000,11,WEST,AWP,PRIVATE,LANDING ROLL,1
2000,11,NORTHEAST,ANE,COMMERCIAL,CLIMB,1
2000,11,SOUTHWEST,ASW,GOVERNMENT,CLIMB,1
2000,11,SOUTHEAST,ASW,BUSINESS,CLIMB,1
2000,12,SOUTHEAST,ASO,SHIPPING,APPROACH,1
2000,12,WEST,ANM,BUSINESS,APPROACH,1
2000,12,WEST,AWP,PRIVATE,APPROACH,1
2000,12,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,1
2000,12,MIDWEST,ACE,BUSINESS,APPROACH,1
2000,12,MIDWEST,ACE,BUSINESS,LANDING ROLL,1
2000,12,WEST,AWP,COMMERCIAL,APPROACH,1
2000,12,WEST,AWP,COMMERCIAL,APPROACH,1
2000,12,NORTHEAST,ANE,GOVERNMENT,APPROACH,1
2000,12,SOUTHEAST,AEA,COMMERCIAL,LANDING ROLL,1
2000,12,MIDWEST,AGL,BUSINESS,APPROACH,1
2000,12,WEST,ANM,COMMERCIAL,LANDING ROLL,1
2000,12,SOUTHWEST,ASW,SHIPPING,TAKEOFF RUN,1
2000,12,WEST,AWP,COMMERCIAL,APPROACH,1
2000,12,WEST,AWP,BUSINESS,CLIMB,1
2000,12,WEST,AWP,BUSINESS,TAKEOFF RUN,1
2000,12,WEST,ANM,BUSINESS,CLIMB,1
2000,12,WEST,AWP,COMMERCIAL,APPROACH,1
2000,12,WEST,ANM,CARGO,APPROACH,1
2000,12,SOUTHEAST,ASO,COMMERCIAL,CLIMB,1
2000,12,WEST,AWP,PRIVATE,TAKEOFF RUN,1
2000,12,NORTHEAST,AEA,BUSINESS,CLIMB,1
2000,12,SOUTHEAST,ASO,COMMERCIAL,CLIMB,1
2000,12,WEST,AWP,PRIVATE,APPROACH,1
2000,12,SOUTHWEST,ASW,GOVERNMENT,CLIMB,1
2000,12,WEST,AWP,COMMERCIAL,CLIMB,1
2000,12,SOUTHWEST,ASW,SHIPPING,TAKEOFF RUN,1
2000,12,SOUTHWEST,ASW,SHIPPING,APPROACH,1
2000,12,WEST,AWP,COMMERCIAL,APPROACH,1
2000,12,SOUTHEAST,AEA,COMMERCIAL,APPROACH,1
2000,12,SOUTHEAST,ASO,BUSINESS,APPROACH,1
2000,12,WEST,AWP,PRIVATE,APPROACH,1
2000,12,WEST,ANM,COMMERCIAL,LANDING ROLL,1
2000,12,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
2000,12,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,1
2000,12,SOUTHWEST,ASW,COMMERCIAL,LANDING ROLL,1
2000,12,WEST,ANM,COMMERCIAL,APPROACH,1
2000,12,WEST,ANM,COMMERCIAL,CLIMB,1
2000,9,MIDWEST,AGL,COMMERCIAL,APPROACH,0
2000,4,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
2000,9,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,0
2000,6,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
2000,5,NORTHEAST,ANE,GOVERNMENT,CLIMB,0
2000,11,SOUTHWEST,ASW,COMMERCIAL,DESCENT,0
2000,1,MIDWEST,AGL,COMMERCIAL,APPROACH,0
2000,7,MIDWEST,AGL,COMMERCIAL,CLIMB,0
2000,10,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,0
2000,6,SOUTHWEST,ASW,COMMERCIAL,APPROACH,0
2000,9,SOUTHWEST,ASW,COMMERCIAL,APPROACH,0
2000,4,SOUTHEAST,AEA,COMMERCIAL,LANDING ROLL,0
2000,7,SOUTHEAST,ASO,BUSINESS,APPROACH,0
2000,7,SOUTHEAST,ASO,BUSINESS,APPROACH,0
2000,8,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,0
2000,5,SOUTHEAST,ASO,COMMERCIAL,TAXI,0
2000,5,SOUTHEAST,ASO,COMMERCIAL,CLIMB,0
2000,10,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,0
2000,8,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,4,WEST,ANM,COMMERCIAL,LANDING ROLL,0
2000,11,MIDWEST,AGL,BUSINESS,TAKEOFF RUN,0
2000,7,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,7,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,0
2000,2,SOUTHWEST,ASW,COMMERCIAL,CLIMB,0
2000,8,WEST,AWP,COMMERCIAL,APPROACH,0
2000,9,MIDWEST,AGL,COMMERCIAL,APPROACH,0
2000,5,WEST,AWP,COMMERCIAL,APPROACH,0
2000,7,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
2000,7,SOUTHWEST,ASW,COMMERCIAL,LANDING ROLL,0
2000,10,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,11,SOUTHEAST,ASO,GOVERNMENT,APPROACH,0
2000,10,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,10,WEST,AWP,COMMERCIAL,APPROACH,0
2000,7,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,0
2000,10,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,0
2000,10,SOUTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,9,MIDWEST,AGL,GOVERNMENT,LANDING ROLL,0
2000,9,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,10,SOUTHEAST,ASO,GOVERNMENT,TAKEOFF RUN,0
2000,11,WEST,ANM,COMMERCIAL,APPROACH,0
2000,8,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
2000,9,MIDWEST,AGL,COMMERCIAL,CLIMB,0
2000,7,WEST,ANM,COMMERCIAL,TAKEOFF RUN,0
2000,11,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
2000,4,MIDWEST,AGL,COMMERCIAL,CLIMB,0
2000,9,WEST,ANM,COMMERCIAL,APPROACH,0
2000,6,WEST,ANM,COMMERCIAL,APPROACH,0
2000,9,SOUTHEAST,ASO,GOVERNMENT,APPROACH,0
2000,4,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,0
2000,3,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
2000,10,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,0
2000,8,MIDWEST,AGL,COMMERCIAL,APPROACH,0
2000,9,MIDWEST,AGL,COMMERCIAL,APPROACH,0
2000,12,SOUTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,2,WEST,AWP,COMMERCIAL,CLIMB,0
2000,7,SOUTHWEST,ASW,COMMERCIAL,TAKEOFF RUN,0
2000,5,NORTHEAST,ANE,BUSINESS,APPROACH,0
2000,8,WEST,AWP,COMMERCIAL,CLIMB,0
2000,8,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,4,WEST,AWP,COMMERCIAL,APPROACH,0
2000,1,WEST,ANM,COMMERCIAL,LANDING ROLL,0
2000,11,NORTHEAST,AEA,COMMERCIAL,CLIMB,0
2000,10,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
2000,10,SOUTHWEST,ASW,COMMERCIAL,CLIMB,0
2000,9,WEST,ANM,COMMERCIAL,CLIMB,0
2000,10,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
2000,10,SOUTHEAST,AEA,COMMERCIAL,DESCENT,0
2000,7,SOUTHWEST,ASW,COMMERCIAL,TAKEOFF RUN,0
2000,3,MIDWEST,AGL,COMMERCIAL,APPROACH,0
2000,8,SOUTHEAST,ASO,BUSINESS,CLIMB,0
2000,12,SOUTHEAST,ASW,COMMERCIAL,CLIMB,0
2000,7,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
2000,9,WEST,ANM,COMMERCIAL,TAKEOFF RUN,0
2000,9,SOUTHEAST,ASO,GOVERNMENT,APPROACH,0
2000,1,SOUTHEAST,ASW,COMMERCIAL,APPROACH,0
2000,11,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,2,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,6,WEST,ANM,COMMERCIAL,TAKEOFF RUN,0
2000,3,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,7,WEST,AWP,COMMERCIAL,LANDING ROLL,0
2000,5,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
2000,4,NORTHEAST,AEA,COMMERCIAL,LANDING ROLL,0
2000,7,SOUTHEAST,ASO,GOVERNMENT,LANDING ROLL,0
2000,8,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
2000,1,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
2000,3,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,0
2000,9,SOUTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,12,SOUTHEAST,ASW,COMMERCIAL,LANDING ROLL,0
2000,7,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,0
2000,8,MIDWEST,AGL,COMMERCIAL,APPROACH,0
2000,6,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,0
2000,8,WEST,ANM,COMMERCIAL,TAKEOFF RUN,0
2000,3,WEST,ANM,COMMERCIAL,APPROACH,0
2000,3,SOUTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,11,NORTHEAST,AEA,GOVERNMENT,CLIMB,0
2000,5,MIDWEST,AGL,COMMERCIAL,APPROACH,0
2000,4,NORTHEAST,AEA,COMMERCIAL,LANDING ROLL,0
2000,1,NORTHEAST,ANE,COMMERCIAL,TAKEOFF RUN,0
2000,4,SOUTHWEST,ASW,BUSINESS,APPROACH,0
2000,5,WEST,ANM,COMMERCIAL,LANDING ROLL,0
2000,8,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,0
2000,8,SOUTHEAST,ASO,BUSINESS,CLIMB,0
2000,3,NORTHEAST,ANE,GOVERNMENT,LANDING ROLL,0
2000,9,SOUTHEAST,ASW,COMMERCIAL,TAKEOFF RUN,0
2000,1,SOUTHWEST,ASW,COMMERCIAL,APPROACH,0
2000,10,SOUTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,6,WEST,ANM,COMMERCIAL,APPROACH,0
2000,9,WEST,ANM,COMMERCIAL,LANDING ROLL,0
2000,9,MIDWEST,ACE,COMMERCIAL,APPROACH,0
2000,9,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
2000,9,SOUTHEAST,ASO,BUSINESS,CLIMB,0
2000,10,SOUTHWEST,ASW,COMMERCIAL,DESCENT,0
2000,6,WEST,ANM,COMMERCIAL,LANDING ROLL,0
2000,10,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
2000,10,SOUTHEAST,ASO,COMMERCIAL,CLIMB,0
2000,9,MIDWEST,AGL,GOVERNMENT,APPROACH,0
2000,10,NORTHEAST,ANE,GOVERNMENT,APPROACH,0
2000,6,WEST,AWP,COMMERCIAL,TAKEOFF RUN,0
2000,12,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,0
2000,3,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,10,SOUTHEAST,AEA,COMMERCIAL,CLIMB,0
2000,6,WEST,ANM,COMMERCIAL,LANDING ROLL,0
2000,5,MIDWEST,AGL,BUSINESS,LANDING ROLL,0
2000,8,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,0
2000,7,SOUTHEAST,AEA,GOVERNMENT,TAKEOFF RUN,0
2000,10,MIDWEST,AGL,GOVERNMENT,APPROACH,0
2000,2,WEST,AWP,BUSINESS,APPROACH,0
2000,1,WEST,AWP,COMMERCIAL,APPROACH,0
2000,6,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,0
2000,1,WEST,AWP,BUSINESS,APPROACH,0
2000,7,SOUTHEAST,AEA,COMMERCIAL,CLIMB,0
2000,9,WEST,ANM,COMMERCIAL,APPROACH,0
2000,6,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
2000,8,SOUTHEAST,ASO,BUSINESS,DESCENT,0
2000,6,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,0
2000,10,SOUTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,9,NORTHEAST,AEA,BUSINESS,TAKEOFF RUN,0
2000,7,SOUTHWEST,ASW,GOVERNMENT,TAKEOFF RUN,0
2000,10,WEST,AWP,COMMERCIAL,LANDING ROLL,0
2000,12,SOUTHEAST,ASO,COMMERCIAL,LANDING ROLL,0
2000,9,SOUTHWEST,ASW,COMMERCIAL,DESCENT,0
2000,11,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
2000,8,NORTHEAST,AEA,COMMERCIAL,LANDING ROLL,0
2000,7,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,0
2000,10,SOUTHEAST,ASO,BUSINESS,TAKEOFF RUN,0
2000,9,NORTHEAST,ANE,GOVERNMENT,CLIMB,0
2000,3,NORTHEAST,AEA,COMMERCIAL,CLIMB,0
2000,11,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,0
2000,8,WEST,AWP,COMMERCIAL,APPROACH,0
2000,5,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,0
2000,9,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,6,SOUTHEAST,ASO,COMMERCIAL,LANDING ROLL,0
2000,10,SOUTHEAST,ASO,GOVERNMENT,APPROACH,0
2000,8,SOUTHEAST,ASO,COMMERCIAL,CLIMB,0
2000,3,SOUTHEAST,AEA,COMMERCIAL,LANDING ROLL,0
2000,7,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,11,MIDWEST,AGL,COMMERCIAL,APPROACH,0
2000,1,WEST,AWP,COMMERCIAL,APPROACH,0
2000,7,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,0
2000,6,SOUTHEAST,ASW,BUSINESS,APPROACH,0
2000,11,SOUTHEAST,ASW,COMMERCIAL,CLIMB,0
2000,10,MIDWEST,AGL,COMMERCIAL,APPROACH,0
2000,5,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,0
2000,5,SOUTHEAST,AEA,COMMERCIAL,LANDING ROLL,0
2000,6,WEST,AWP,COMMERCIAL,APPROACH,0
2000,5,NORTHEAST,ANE,COMMERCIAL,APPROACH,0
2000,2,WEST,ANM,COMMERCIAL,CLIMB,0
2000,2,MIDWEST,AGL,COMMERCIAL,APPROACH,0
2000,2,SOUTHWEST,ASW,COMMERCIAL,LANDING ROLL,0
2000,8,SOUTHEAST,ASO,GOVERNMENT,LANDING ROLL,0
2000,3,SOUTHWEST,ASW,COMMERCIAL,APPROACH,0
2000,8,WEST,AWP,COMMERCIAL,APPROACH,0
2000,7,NORTHEAST,ANE,COMMERCIAL,LANDING ROLL,0
2000,11,WEST,AWP,COMMERCIAL,LANDING ROLL,0
2000,12,SOUTHEAST,ASO,COMMERCIAL,CLIMB,0
2000,7,MIDWEST,ACE,COMMERCIAL,TAKEOFF RUN,0
2000,4,WEST,AWP,COMMERCIAL,APPROACH,0
2000,6,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,0
2000,9,MIDWEST,AGL,COMMERCIAL,CLIMB,0
2000,8,SOUTHWEST,AWP,COMMERCIAL,TAKEOFF RUN,0
2000,7,WEST,AWP,COMMERCIAL,CLIMB,0
2000,10,WEST,AWP,COMMERCIAL,LANDING ROLL,0
2000,8,SOUTHEAST,ASO,BUSINESS,APPROACH,0
2000,10,WEST,AWP,COMMERCIAL,APPROACH,0
2000,7,SOUTHWEST,ASW,GOVERNMENT,TAKEOFF RUN,0
2000,1,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,1,WEST,AAL,COMMERCIAL,CLIMB,0
2000,8,MIDWEST,AGL,COMMERCIAL,APPROACH,0
2000,8,SOUTHEAST,ASO,COMMERCIAL,LANDING ROLL,0
2000,9,MIDWEST,ACE,COMMERCIAL,DESCENT,0
2000,7,WEST,AWP,BUSINESS,LANDING ROLL,0
2000,8,MIDWEST,ACE,GOVERNMENT,APPROACH,0
2000,10,NORTHEAST,AEA,COMMERCIAL,DESCENT,0
2000,11,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
2000,11,MIDWEST,AGL,COMMERCIAL,APPROACH,0
2000,8,SOUTHEAST,AEA,BUSINESS,LANDING ROLL,0
2000,2,SOUTHEAST,ASO,GOVERNMENT,APPROACH,0
2000,7,SOUTHEAST,AEA,COMMERCIAL,CLIMB,0
2000,10,WEST,ANM,COMMERCIAL,LANDING ROLL,0
2000,2,WEST,ANM,GOVERNMENT,APPROACH,0
2000,7,WEST,AWP,COMMERCIAL,CLIMB,0
2000,6,SOUTHEAST,ASO,COMMERCIAL,CLIMB,0
2000,7,NORTHEAST,AEA,BUSINESS,TAKEOFF RUN,0
2000,10,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,0
2000,8,MIDWEST,AGL,COMMERCIAL,DESCENT,0
2000,7,NORTHEAST,AEA,COMMERCIAL,LANDING ROLL,0
2000,8,NORTHEAST,AEA,GOVERNMENT,CLIMB,0
2000,11,WEST,ANM,COMMERCIAL,APPROACH,0
2000,2,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
2000,9,SOUTHEAST,ASO,CARGO,APPROACH,0
2000,6,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
2000,10,SOUTHWEST,ASW,GOVERNMENT,CLIMB,0
2000,10,WEST,ANM,COMMERCIAL,CLIMB,0
2000,7,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
2000,7,WEST,ANM,COMMERCIAL,LANDING ROLL,0
2000,10,NORTHEAST,ANE,COMMERCIAL,APPROACH,0
2000,6,WEST,ANM,COMMERCIAL,APPROACH,0
2000,1,MIDWEST,AGL,COMMERCIAL,APPROACH,0
2000,10,MIDWEST,AGL,COMMERCIAL,APPROACH,0
2000,6,SOUTHEAST,ASO,GOVERNMENT,APPROACH,0
2000,9,SOUTHEAST,ASO,GOVERNMENT,CLIMB,0
2000,10,SOUTHEAST,ASO,GOVERNMENT,TAKEOFF RUN,0
2000,4,SOUTHEAST,ASO,COMMERCIAL,CLIMB,0
2000,4,WEST,AWP,COMMERCIAL,APPROACH,0
2000,9,SOUTHWEST,ASW,COMMERCIAL,APPROACH,0
2000,5,NORTHEAST,AEA,BUSINESS,APPROACH,0
2000,4,SOUTHWEST,ASW,COMMERCIAL,TAKEOFF RUN,0
2000,3,SOUTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,0
2000,8,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
2000,10,WEST,AWP,BUSINESS,TAKEOFF RUN,0
2000,10,MIDWEST,AGL,COMMERCIAL,APPROACH,0
2000,10,SOUTHWEST,ASW,COMMERCIAL,APPROACH,0
2000,6,SOUTHEAST,ASO,COMMERCIAL,CLIMB,0
2000,8,MIDWEST,AGL,COMMERCIAL,CLIMB,0
2000,5,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
2000,10,SOUTHEAST,ASO,GOVERNMENT,TAKEOFF RUN,0
2000,10,WEST,AWP,COMMERCIAL,LANDING ROLL,0
2000,5,WEST,ANM,COMMERCIAL,LANDING ROLL,0
2000,6,WEST,ANM,BUSINESS,CLIMB,0
2000,9,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
2000,7,MIDWEST,ACE,COMMERCIAL,LANDING ROLL,0
2000,11,SOUTHEAST,AEA,BUSINESS,DESCENT,0
2000,10,WEST,AWP,COMMERCIAL,APPROACH,0
2000,9,WEST,AWP,COMMERCIAL,DESCENT,0
2000,11,MIDWEST,AGL,SHIPPING,APPROACH,0
2000,9,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
2000,6,SOUTHEAST,ASO,GOVERNMENT,APPROACH,0
2000,4,SOUTHWEST,ASW,COMMERCIAL,APPROACH,0
2000,6,WEST,ANM,COMMERCIAL,TAKEOFF RUN,0
2000,9,NORTHEAST,AEA,COMMERCIAL,LANDING ROLL,0
2000,2,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,0
2000,7,WEST,ANM,COMMERCIAL,LANDING ROLL,0
2000,6,WEST,ANM,GOVERNMENT,CLIMB,0
