Incident Year,Incident Month,Region,FAA Region,Operator,Flight Phase,Aircraft Damage
1990,1,SOUTHEAST,ASO,COMMERCIAL,CLIMB,1
1990,1,SOUTHEAST,ASO,BUSINESS,TAKEOFF RUN,1
1990,1,SOUTHEAST,ASW,COMMERCIAL,TAKEOFF RUN,1
1990,1,MIDWEST,AGL,PRIVATE,LANDING ROLL,1
1990,1,NORTHEAST,AEA,BUSINESS,TAKEOFF RUN,1
1990,1,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,1
1990,1,MIDWEST,AGL,PRIVATE,APPROACH,1
1990,2,SOUTHEAST,ASW,GOVERNMENT,APPROACH,1
1990,2,NORTHEAST,AEA,COMMERCIAL,CLIMB,1
1990,2,NORTHEAST,AEA,COMMERCIAL,CLIMB,1
1990,2,WEST,AWP,COMMERCIAL,TAKEOFF RUN,1
1990,2,NORTHEAST,AEA,PRIVATE,LANDING ROLL,1
1990,2,SOUTHWEST,ASW,COMMERCIAL,DESCENT,1
1990,3,SOUTHEAST,AEA,GOVERNMENT,TAKEOFF RUN,1
1990,3,SOUTHEAST,AEA,COMMERCIAL,CLIMB,1
1990,3,WEST,AWP,COMMERCIAL,LANDING ROLL,1
1990,3,WEST,AWP,PRIVATE,APPROACH,1
1990,3,SOUTHWEST,ASW,COMMERCIAL,CLIMB,1
1990,3,MIDWEST,ACE,COMMERCIAL,CLIMB,1
1990,3,WEST,AWP,PRIVATE,LANDING ROLL,1
1990,4,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,1
1990,4,SOUTHWEST,ASW,GOVERNMENT,APPROACH,1
1990,4,MIDWEST,AGL,GOVERNMENT,CLIMB,1
1990,4,NORTHEAST,AEA,COMMERCIAL,CLIMB,1
1990,4,MIDWEST,AGL,BUSINESS,APPROACH,1
1990,4,WEST,ANM,COMMERCIAL,LANDING ROLL,1
1990,4,MIDWEST,AGL,PRIVATE,APPROACH,1
1990,4,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,1
1990,4,SOUTHEAST,AEA,COMMERCIAL,APPROACH,1
1990,4,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,1
1990,5,SOUTHWEST,ASW,BUSINESS,TAKEOFF RUN,1
1990,5,SOUTHWEST,ASW,COMMERCIAL,CLIMB,1
1990,5,WEST,AWP,BUSINESS,APPROACH,1
1990,5,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,1
1990,5,MIDWEST,AGL,BUSINESS,APPROACH,1
1990,5,WEST,AWP,COMMERCIAL,APPROACH,1
1990,5,SOUTHWEST,ASW,COMMERCIAL,TAKEOFF RUN,1
1990,5,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,1
1990,5,MIDWEST,AGL,GOVERNMENT,APPROACH,1
1990,5,WEST,ANM,BUSINESS,APPROACH,1
1990,5,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,1
1990,5,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,1
1990,5,NORTHEAST,ANE,PRIVATE,TAKEOFF RUN,1
1990,5,SOUTHWEST,ASW,GOVERNMENT,APPROACH,1
1990,5,SOUTHWEST,ASW,COMMERCIAL,CLIMB,1
1990,5,SOUTHWEST,ASW,COMMERCIAL,LANDING ROLL,1
1990,5,MIDWEST,AGL,COMMERCIAL,APPROACH,1
1990,5,SOUTHEAST,ASO,BUSINESS,CLIMB,1
1990,5,NORTHEAST,ANE,BUSINESS,APPROACH,1
1990,5,WEST,AWP,COMMERCIAL,APPROACH,1
1990,5,NORTHEAST,AEA,BUSINESS,APPROACH,1
1990,5,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,1
1990,5,SOUTHWEST,ASW,COMMERCIAL,APPROACH,1
1990,5,NORTHEAST,AEA,BUSINESS,APPROACH,1
1990,5,SOUTHWEST,ASW,COMMERCIAL,TAKEOFF RUN,1
1990,6,NORTHEAST,AEA,BUSINESS,TAKEOFF RUN,1
1990,6,SOUTHEAST,AEA,COMMERCIAL,LANDING ROLL,1
1990,6,WEST,ANM,COMMERCIAL,APPROACH,1
1990,6,SOUTHEAST,ASW,COMMERCIAL,CLIMB,1
1990,6,SOUTHEAST,ASO,COMMERCIAL,CLIMB,1
1990,6,SOUTHWEST,ASW,COMMERCIAL,LANDING ROLL,1
1990,6,SOUTHWEST,AWP,BUSINESS,LANDING ROLL,1
1990,6,WEST,AWP,BUSINESS,TAKEOFF RUN,1
1990,6,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,1
1990,6,MIDWEST,AGL,BUSINESS,CLIMB,1
1990,6,WEST,AAL,PRIVATE,LANDING ROLL,1
1990,6,SOUTHWEST,ASW,COMMERCIAL,CLIMB,1
1990,6,SOUTHEAST,ASO,PRIVATE,APPROACH,1
1990,6,SOUTHWEST,ASW,COMMERCIAL,CLIMB,1
1990,6,MIDWEST,AGL,PRIVATE,LANDING ROLL,1
1990,6,SOUTHWEST,ASW,GOVERNMENT,TAKEOFF RUN,1
1990,6,NORTHEAST,AEA,BUSINESS,TAXI,1
1990,6,SOUTHWEST,ASW,GOVERNMENT,TAKEOFF RUN,1
1990,6,SOUTHWEST,ASW,BUSINESS,TAKEOFF RUN,1
1990,6,SOUTHEAST,ASO,GOVERNMENT,CLIMB,1
1990,6,SOUTHWEST,ASW,GOVERNMENT,CLIMB,1
1990,6,WEST,ANM,PRIVATE,CLIMB,1
1990,6,SOUTHWEST,ASW,GOVERNMENT,TAKEOFF RUN,1
1990,6,WEST,AWP,COMMERCIAL,CLIMB,1
1990,6,WEST,AAL,COMMERCIAL,TAKEOFF RUN,1
1990,7,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
1990,7,WEST,AWP,COMMERCIAL,TAKEOFF RUN,1
1990,7,SOUTHEAST,ASO,COMMERCIAL,CLIMB,1
1990,7,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,1
1990,7,SOUTHEAST,ASO,BUSINESS,CLIMB,1
1990,7,SOUTHWEST,ASW,COMMERCIAL,CLIMB,1
1990,7,MIDWEST,AGL,BUSINESS,TAKEOFF RUN,1
1990,7,SOUTHEAST,ASO,BUSINESS,APPROACH,1
1990,7,WEST,AWP,BUSINESS,TAKEOFF RUN,1
1990,7,WEST,ANM,COMMERCIAL,DESCENT,1
1990,7,MIDWEST,AGL,GOVERNMENT,APPROACH,1
1990,7,MIDWEST,AGL,BUSINESS,CLIMB,1
1990,7,WEST,AWP,COMMERCIAL,TAKEOFF RUN,1
1990,7,MIDWEST,ACE,GOVERNMENT,TAKEOFF RUN,1
1990,7,NORTHEAST,ANE,BUSINESS,APPROACH,1
1990,7,MIDWEST,AGL,BUSINESS,TAKEOFF RUN,1
1990,7,WEST,AWP,COMMERCIAL,CLIMB,1
1990,7,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,1
1990,7,MIDWEST,ACE,COMMERCIAL,APPROACH,1
1990,7,NORTHEAST,ANE,BUSINESS,LANDING ROLL,1
1990,7,WEST,ANM,PRIVATE,DESCENT,1
1990,7,SOUTHWEST,ASW,COMMERCIAL,CLIMB,1
1990,7,WEST,ANM,COMMERCIAL,LANDING ROLL,1
1990,7,MIDWEST,AGL,COMMERCIAL,CLIMB,1
1990,7,WEST,AWP,COMMERCIAL,LANDING ROLL,1
1990,7,SOUTHEAST,AEA,BUSINESS,CLIMB,1
1990,7,MIDWEST,AGL,BUSINESS,CLIMB,1
1990,7,NORTHEAST,ANE,COMMERCIAL,LANDING ROLL,1
1990,7,MIDWEST,AGL,BUSINESS,LANDING ROLL,1
1990,7,MIDWEST,ACE,COMMERCIAL,CLIMB,1
1990,7,NORTHEAST,ANE,BUSINESS,CLIMB,1
1990,7,NORTHEAST,AEA,PRIVATE,LANDING ROLL,1
1990,7,SOUTHWEST,ASW,GOVERNMENT,CLIMB,1
1990,7,SOUTHWEST,ASW,COMMERCIAL,TAKEOFF RUN,1
1990,7,WEST,AWP,COMMERCIAL,CLIMB,1
1990,8,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
1990,8,SOUTHEAST,ASO,COMMERCIAL,APPROACH,1
1990,8,WEST,AAL,COMMERCIAL,APPROACH,1
1990,8,NORTHEAST,ANE,PRIVATE,APPROACH,1
1990,8,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,1
1990,8,WEST,ANM,BUSINESS,APPROACH,1
1990,8,MIDWEST,ACE,PRIVATE,CLIMB,1
1990,8,NORTHEAST,ANE,COMMERCIAL,TAKEOFF RUN,1
1990,8,SOUTHEAST,ASW,PRIVATE,LANDING ROLL,1
1990,8,WEST,AWP,COMMERCIAL,APPROACH,1
1990,8,WEST,AWP,COMMERCIAL,DESCENT,1
1990,8,MIDWEST,AGL,BUSINESS,LANDING ROLL,1
1990,8,NORTHEAST,AEA,COMMERCIAL,CLIMB,1
1990,8,SOUTHEAST,ASO,COMMERCIAL,APPROACH,1
1990,8,SOUTHEAST,ASO,COMMERCIAL,APPROACH,1
1990,8,MIDWEST,AGL,BUSINESS,TAKEOFF RUN,1
1990,8,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,1
1990,8,SOUTHEAST,ASO,BUSINESS,APPROACH,1
1990,8,NORTHEAST,AEA,BUSINESS,LANDING ROLL,1
1990,8,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,1
1990,8,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,1
1990,8,SOUTHWEST,ASW,COMMERCIAL,CLIMB,1
1990,8,SOUTHWEST,AWP,BUSINESS,LOCAL,1
1990,8,SOUTHEAST,ASO,COMMERCIAL,CLIMB,1
1990,8,SOUTHEAST,ASO,BUSINESS,TAKEOFF RUN,1
1990,8,SOUTHEAST,ASO,BUSINESS,TAKEOFF RUN,1
1990,9,SOUTHEAST,AEA,COMMERCIAL,CLIMB,1
1990,9,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,1
1990,9,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,1
1990,9,SOUTHEAST,AEA,COMMERCIAL,APPROACH,1
1990,9,SOUTHEAST,ASO,COMMERCIAL,LANDING ROLL,1
1990,9,MIDWEST,ACE,COMMERCIAL,APPROACH,1
1990,9,MIDWEST,AGL,PRIVATE,LANDING ROLL,1
1990,9,WEST,AAL,SHIPPING,DESCENT,1
1990,9,NORTHEAST,AEA,COMMERCIAL,DESCENT,1
1990,9,WEST,AWP,GOVERNMENT,CLIMB,1
1990,9,MIDWEST,AGL,COMMERCIAL,DESCENT,1
1990,9,SOUTHEAST,ASO,BUSINESS,CLIMB,1
1990,9,MIDWEST,ACE,BUSINESS,LANDING ROLL,1
1990,9,WEST,AWP,BUSINESS,APPROACH,1
1990,9,SOUTHEAST,AEA,COMMERCIAL,APPROACH,1
1990,9,MIDWEST,AGL,PRIVATE,DESCENT,1
1990,9,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,1
1990,9,NORTHEAST,ANE,COMMERCIAL,TAKEOFF RUN,1
1990,9,MIDWEST,AGL,BUSINESS,APPROACH,1
1990,9,SOUTHEAST,ASO,PRIVATE,APPROACH,1
1990,9,WEST,AWP,COMMERCIAL,CLIMB,1
1990,9,WEST,AWP,COMMERCIAL,APPROACH,1
1990,9,WEST,AAL,COMMERCIAL,TAXI,1
1990,9,SOUTHEAST,ASO,COMMERCIAL,CLIMB,1
1990,9,NORTHEAST,AEA,GOVERNMENT,LANDING ROLL,1
1990,9,WEST,ANM,BUSINESS,LANDING ROLL,1
1990,9,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
1990,9,NORTHEAST,AEA,BUSINESS,TAKEOFF RUN,1
1990,9,NORTHEAST,AEA,BUSINESS,TAKEOFF RUN,1
1990,9,WEST,AWP,BUSINESS,DESCENT,1
1990,9,MIDWEST,AGL,COMMERCIAL,APPROACH,1
1990,9,MIDWEST,AGL,COMMERCIAL,APPROACH,1
1990,9,SOUTHEAST,ASO,GOVERNMENT,TAKEOFF RUN,1
1990,9,WEST,ANM,COMMERCIAL,TAKEOFF RUN,1
1990,9,NORTHEAST,AEA,GOVERNMENT,CLIMB,1
1990,9,WEST,AAL,COMMERCIAL,TAKEOFF RUN,1
1990,9,SOUTHEAST,AEA,COMMERCIAL,CLIMB,1
1990,9,NORTHEAST,AEA,PRIVATE,CLIMB,1
1990,9,WEST,ANM,COMMERCIAL,APPROACH,1
1990,10,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,1
1990,10,SOUTHWEST,ASW,BUSINESS,CLIMB,1
1990,10,WEST,ANM,PRIVATE,APPROACH,1
1990,10,MIDWEST,AGL,BUSINESS,TAKEOFF RUN,1
1990,10,WEST,AWP,COMMERCIAL,LANDING ROLL,1
1990,10,SOUTHWEST,AWP,PRIVATE,TAKEOFF RUN,1
1990,10,SOUTHWEST,ASW,GOVERNMENT,APPROACH,1
1990,10,WEST,AWP,PRIVATE,APPROACH,1
1990,10,NORTHEAST,ANE,PRIVATE,LANDING ROLL,1
1990,10,SOUTHEAST,ASO,COMMERCIAL,APPROACH,1
1990,10,MIDWEST,AGL,BUSINESS,TAKEOFF RUN,1
1990,10,MIDWEST,AGL,BUSINESS,APPROACH,1
1990,10,MIDWEST,AGL,COMMERCIAL,CLIMB,1
1990,10,SOUTHEAST,ASO,BUSINESS,TAKEOFF RUN,1
1990,10,MIDWEST,ACE,COMMERCIAL,APPROACH,1
1990,10,WEST,AWP,COMMERCIAL,APPROACH,1
1990,10,SOUTHWEST,ASW,COMMERCIAL,DESCENT,1
1990,10,MIDWEST,AGL,COMMERCIAL,CLIMB,1
1990,10,WEST,ANM,GOVERNMENT,APPROACH,1
1990,10,NORTHEAST,ANE,COMMERCIAL,TAKEOFF RUN,1
1990,10,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,1
1990,10,SOUTHEAST,ASO,COMMERCIAL,APPROACH,1
1990,10,WEST,AWP,COMMERCIAL,APPROACH,1
1990,10,MIDWEST,AGL,BUSINESS,DESCENT,1
1990,10,SOUTHEAST,ASO,BUSINESS,APPROACH,1
1990,10,SOUTHWEST,ASW,COMMERCIAL,TAKEOFF RUN,1
1990,10,WEST,AWP,PRIVATE,APPROACH,1
1990,10,WEST,AWP,COMMERCIAL,APPROACH,1
1990,10,WEST,ANM,COMMERCIAL,CLIMB,1
1990,10,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,1
1990,10,SOUTHEAST,AEA,BUSINESS,TAKEOFF RUN,1
1990,10,SOUTHWEST,ASW,GOVERNMENT,LANDING ROLL,1
1990,10,NORTHEAST,AEA,BUSINESS,LANDING ROLL,1
1990,10,SOUTHEAST,ASO,COMMERCIAL,APPROACH,1
1990,10,MIDWEST,ACE,COMMERCIAL,APPROACH,1
1990,10,NORTHEAST,ANE,BUSINESS,TAKEOFF RUN,1
1990,10,SOUTHEAST,AEA,COMMERCIAL,APPROACH,1
1990,10,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,1
1990,10,NORTHEAST,ANE,SHIPPING,LANDING ROLL,1
1990,10,SOUTHEAST,ASO,PRIVATE,TAKEOFF RUN,1
1990,10,NORTHEAST,ANE,COMMERCIAL,CLIMB,1
1990,10,SOUTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,1
1990,10,SOUTHEAST,ASO,COMMERCIAL,APPROACH,1
1990,10,SOUTHEAST,ASO,COMMERCIAL,APPROACH,1
1990,10,NORTHEAST,AEA,COMMERCIAL,DESCENT,1
1990,10,WEST,ANM,BUSINESS,APPROACH,1
1990,10,SOUTHEAST,ASO,COMMERCIAL,APPROACH,1
1990,10,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,1
1990,10,NORTHEAST,ANE,COMMERCIAL,APPROACH,1
1990,11,NORTHEAST,ANE,BUSINESS,TAKEOFF RUN,1
1990,11,WEST,AWP,COMMERCIAL,APPROACH,1
1990,11,WEST,ANM,BUSINESS,APPROACH,1
1990,11,NORTHEAST,ANE,COMMERCIAL,APPROACH,1
1990,11,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,1
1990,11,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,1
1990,11,NORTHEAST,AEA,SHIPPING,TAKEOFF RUN,1
1990,11,MIDWEST,AGL,COMMERCIAL,APPROACH,1
1990,11,NORTHEAST,ANE,COMMERCIAL,LANDING ROLL,1
1990,11,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,1
1990,11,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
1990,11,SOUTHWEST,ASW,COMMERCIAL,APPROACH,1
1990,11,MIDWEST,ACE,COMMERCIAL,APPROACH,1
1990,11,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
1990,11,SOUTHWEST,ASW,COMMERCIAL,CLIMB,1
1990,11,SOUTHEAST,ASO,BUSINESS,CLIMB,1
1990,11,SOUTHEAST,ASO,BUSINESS,CLIMB,1
1990,11,WEST,AWP,CARGO,TAKEOFF RUN,1
1990,11,NORTHEAST,AEA,BUSINESS,TAKEOFF RUN,1
1990,11,MIDWEST,ACE,BUSINESS,APPROACH,1
1990,11,WEST,AWP,COMMERCIAL,APPROACH,1
1990,11,SOUTHWEST,ASW,COMMERCIAL,LANDING ROLL,1
1990,11,NORTHEAST,AEA,BUSINESS,TAKEOFF RUN,1
1990,11,MIDWEST,AGL,COMMERCIAL,CLIMB,1
1990,11,SOUTHEAST,AEA,BUSINESS,LANDING ROLL,1
1990,11,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,1
1990,11,WEST,ANM,COMMERCIAL,APPROACH,1
1990,11,SOUTHEAST,ASO,COMMERCIAL,CLIMB,1
1990,11,SOUTHEAST,ASO,PRIVATE,CLIMB,1
1990,11,MIDWEST,AGL,BUSINESS,TAKEOFF RUN,1
1990,11,MIDWEST,AGL,GOVERNMENT,CLIMB,1
1990,11,WEST,AWP,SHIPPING,APPROACH,1
1990,11,SOUTHEAST,AEA,PRIVATE,TAKEOFF RUN,1
1990,11,MIDWEST,ACE,COMMERCIAL,DESCENT,1
1990,11,SOUTHWEST,ASW,COMMERCIAL,CLIMB,1
1990,11,NORTHEAST,ANE,BUSINESS,APPROACH,1
1990,12,WEST,AWP,COMMERCIAL,LANDING ROLL,1
1990,12,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
1990,12,SOUTHEAST,AEA,COMMERCIAL,CLIMB,1
1990,12,SOUTHWEST,ASW,GOVERNMENT,TAKEOFF RUN,1
1990,12,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,1
1990,12,SOUTHWEST,ASW,COMMERCIAL,DESCENT,1
1990,12,WEST,AWP,GOVERNMENT,CLIMB,1
1990,12,MIDWEST,AGL,PRIVATE,APPROACH,1
1990,12,SOUTHWEST,ASW,COMMERCIAL,CLIMB,1
1990,12,SOUTHEAST,ASO,COMMERCIAL,CLIMB,1
1990,12,SOUTHWEST,ASW,GOVERNMENT,APPROACH,1
1990,12,SOUTHEAST,ASO,PRIVATE,APPROACH,1
1990,12,WEST,AWP,COMMERCIAL,APPROACH,1
1990,12,NORTHEAST,ANE,COMMERCIAL,TAKEOFF RUN,1
1990,12,MIDWEST,ACE,BUSINESS,CLIMB,1
1990,12,SOUTHEAST,ASO,COMMERCIAL,CLIMB,1
1990,12,NORTHEAST,AEA,COMMERCIAL,APPROACH,1
1990,12,SOUTHEAST,ASW,COMMERCIAL,CLIMB,1
1990,12,WEST,AAL,COMMERCIAL,LANDING ROLL,1
1990,12,WEST,AWP,COMMERCIAL,DESCENT,1
1990,12,MIDWEST,AGL,BUSINESS,APPROACH,1
1990,12,SOUTHWEST,ASW,COMMERCIAL,APPROACH,1
1990,12,WEST,AWP,COMMERCIAL,TAKEOFF RUN,1
1990,9,NORTHEAST,AEA,BUSINESS,LANDING ROLL,0
1990,10,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,0
1990,9,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,0
1990,7,NORTHEAST,AEA,COMMERCIAL,CLIMB,0
1990,8,MIDWEST,AGL,COMMERCIAL,CLIMB,0
1990,9,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
1990,10,SOUTHEAST,ASO,COMMERCIAL,DESCENT,0
1990,9,MIDWEST,AGL,COMMERCIAL,APPROACH,0
1990,10,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,0
1990,10,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
1990,11,SOUTHWEST,ASW,COMMERCIAL,APPROACH,0
1990,5,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
1990,10,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
1990,8,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
1990,11,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
1990,8,SOUTHWEST,ASW,COMMERCIAL,CLIMB,0
1990,7,MIDWEST,AGL,COMMERCIAL,APPROACH,0
1990,11,WEST,AWP,BUSINESS,TAKEOFF RUN,0
1990,10,MIDWEST,AGL,COMMERCIAL,APPROACH,0
1990,12,SOUTHWEST,ASW,COMMERCIAL,APPROACH,0
1990,7,MIDWEST,AGL,COMMERCIAL,TAKEOFF RUN,0
1990,10,SOUTHEAST,ASO,COMMERCIAL,CLIMB,0
1990,11,NORTHEAST,AEA,BUSINESS,APPROACH,0
1990,12,SOUTHWEST,ASW,COMMERCIAL,APPROACH,0
1990,7,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,0
1990,5,SOUTHEAST,ASO,COMMERCIAL,CLIMB,0
1990,5,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
1990,5,WEST,ANM,GOVERNMENT,LANDING ROLL,0
1990,6,MIDWEST,AGL,GOVERNMENT,TAKEOFF RUN,0
1990,8,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
1990,5,MIDWEST,ACE,COMMERCIAL,APPROACH,0
1990,11,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
1990,10,WEST,AWP,COMMERCIAL,TAKEOFF RUN,0
1990,10,NORTHEAST,AEA,COMMERCIAL,CLIMB,0
1990,10,MIDWEST,AGL,BUSINESS,TAKEOFF RUN,0
1990,5,SOUTHEAST,ASO,BUSINESS,CLIMB,0
1990,5,SOUTHEAST,ASW,GOVERNMENT,APPROACH,0
1990,1,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
1990,11,SOUTHEAST,ASW,COMMERCIAL,APPROACH,0
1990,9,SOUTHWEST,ASW,COMMERCIAL,APPROACH,0
1990,5,SOUTHEAST,AEA,GOVERNMENT,CLIMB,0
1990,8,MIDWEST,AGL,GOVERNMENT,TAKEOFF RUN,0
1990,7,MIDWEST,AGL,SHIPPING,LANDING ROLL,0
1990,10,SOUTHWEST,ASW,COMMERCIAL,APPROACH,0
1990,9,MIDWEST,AGL,COMMERCIAL,CLIMB,0
1990,6,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
1990,7,SOUTHEAST,ASO,GOVERNMENT,APPROACH,0
1990,10,SOUTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,0
1990,7,WEST,AWP,PRIVATE,LANDING ROLL,0
1990,9,SOUTHEAST,ASO,COMMERCIAL,CLIMB,0
1990,10,MIDWEST,AGL,COMMERCIAL,APPROACH,0
1990,5,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,0
1990,6,NORTHEAST,AEA,COMMERCIAL,CLIMB,0
1990,10,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
1990,5,SOUTHWEST,ASW,COMMERCIAL,DESCENT,0
1990,7,MIDWEST,ACE,COMMERCIAL,APPROACH,0
1990,9,NORTHEAST,ANE,COMMERCIAL,TAKEOFF RUN,0
1990,11,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
1990,5,MIDWEST,AGL,COMMERCIAL,CLIMB,0
1990,11,SOUTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,0
1990,11,SOUTHWEST,AWP,GOVERNMENT,APPROACH,0
1990,10,SOUTHEAST,ASW,GOVERNMENT,APPROACH,0
1990,11,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
1990,10,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
1990,7,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
1990,7,NORTHEAST,AEA,COMMERCIAL,LANDING ROLL,0
1990,7,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,0
1990,11,NORTHEAST,AEA,COMMERCIAL,CLIMB,0
1990,5,MIDWEST,ACE,BUSINESS,LANDING ROLL,0
1990,7,MIDWEST,AGL,GOVERNMENT,TAKEOFF RUN,0
1990,8,NORTHEAST,AEA,COMMERCIAL,CLIMB,0
1990,7,WEST,AWP,COMMERCIAL,CLIMB,0
1990,8,MIDWEST,AGL,COMMERCIAL,CLIMB,0
1990,8,WEST,AWP,COMMERCIAL,CLIMB,0
1990,5,WEST,AWP,COMMERCIAL,TAKEOFF RUN,0
1990,12,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
1990,8,MIDWEST,AGL,COMMERCIAL,APPROACH,0
1990,8,SOUTHEAST,ASO,BUSINESS,CLIMB,0
1990,10,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
1990,9,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,0
1990,10,SOUTHEAST,ASW,COMMERCIAL,APPROACH,0
1990,11,SOUTHEAST,AEA,COMMERCIAL,APPROACH,0
1990,9,NORTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,0
1990,5,MIDWEST,AGL,PRIVATE,APPROACH,0
1990,9,SOUTHWEST,ASW,COMMERCIAL,APPROACH,0
1990,7,SOUTHEAST,AEA,COMMERCIAL,APPROACH,0
1990,3,WEST,AWP,COMMERCIAL,LANDING ROLL,0
1990,7,MIDWEST,AGL,BUSINESS,APPROACH,0
1990,7,WEST,AWP,GOVERNMENT,TAKEOFF RUN,0
1990,6,SOUTHEAST,ASO,COMMERCIAL,DESCENT,0
1990,4,SOUTHEAST,AEA,COMMERCIAL,TAKEOFF RUN,0
1990,11,MIDWEST,AGL,COMMERCIAL,CLIMB,0
1990,4,WEST,AWP,COMMERCIAL,LANDING ROLL,0
1990,6,WEST,AWP,COMMERCIAL,LANDING ROLL,0
1990,12,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
1990,6,WEST,AWP,COMMERCIAL,APPROACH,0
1990,7,WEST,AWP,GOVERNMENT,CLIMB,0
1990,3,WEST,AWP,GOVERNMENT,TAKEOFF RUN,0
1990,12,WEST,AWP,COMMERCIAL,APPROACH,0
1990,5,SOUTHWEST,ASW,GOVERNMENT,APPROACH,0
1990,9,SOUTHWEST,ASW,COMMERCIAL,APPROACH,0
1990,5,WEST,ANM,COMMERCIAL,APPROACH,0
1990,7,MIDWEST,AGL,COMMERCIAL,CLIMB,0
1990,7,WEST,AWP,PRIVATE,APPROACH,0
1990,6,MIDWEST,AGL,COMMERCIAL,LANDING ROLL,0
1990,10,NORTHEAST,ANE,COMMERCIAL,CLIMB,0
1990,9,WEST,AWP,COMMERCIAL,APPROACH,0
1990,7,WEST,ANM,GOVERNMENT,CLIMB,0
1990,11,SOUTHEAST,ASO,COMMERCIAL,TAKEOFF RUN,0
1990,8,MIDWEST,AGL,BUSINESS,CLIMB,0
1990,9,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
1990,3,SOUTHWEST,ASW,GOVERNMENT,TAKEOFF RUN,0
1990,11,SOUTHEAST,AEA,BUSINESS,LANDING ROLL,0
1990,9,SOUTHEAST,ASO,COMMERCIAL,APPROACH,0
1990,8,NORTHEAST,AEA,COMMERCIAL,APPROACH,0
1990,7,MIDWEST,AGL,COMMERCIAL,CLIMB,0
1990,4,WEST,AWP,COMMERCIAL,APPROACH,0
